(0, 0)
(1, 0)
(2, 0)
(3, 0)
(3, 1)
(4, 1)
(4, 0)
(5, 0)
(6, 0)
(6, 1)
(7, 1)
(7, 0)
(8, 0)
(9, 0)
(10, 0)
(10, 1)
(11, 1)
(12, 1)
(13, 1)
(14, 1)
(14, 0)
(15, 0)
(16, 0)
(17, 0)
(18, 0)
(19, 0)
(19, 1)
(20, 1)
(20, 0)
(21, 0)
(22, 0)
(23, 0)
(24, 0)
(25, 0)
(26, 0)
(26, 1)
(27, 1)
(27, 2)
(28, 2)
(28, 3)
(28, 4)
(27, 4)
(27, 5)
(27, 6)
(28, 6)
(29, 6)
(29, 5)
(29, 4)
(30, 4)
(30, 3)
(31, 3)
(31, 2)
(32, 2)
(33, 2)
(33, 1)
(32, 1)
(32, 0)
(33, 0)
(34, 0)
(35, 0)
(35, 1)
(35, 2)
(36, 2)
(36, 1)
(37, 1)
(38, 1)
(38, 2)
(39, 2)
(39, 3)
(40, 3)
(40, 2)
(40, 1)
(41, 1)
(42, 1)
(43, 1)
(43, 0)
(44, 0)
(45, 0)
(45, 1)
(45, 2)
(46, 2)
(47, 2)
(48, 2)
(48, 1)
(49, 1)
(50, 1)
(50, 0)
(51, 0)
(52, 0)
(52, 1)
(52, 2)
(53, 2)
(53, 1)
(53, 0)
(54, 0)
(55, 0)
(56, 0)
(57, 0)
(58, 0)
(59, 0)
(60, 0)
(61, 0)
(61, 1)
(61, 2)
(62, 2)
(63, 2)
(63, 1)
(64, 1)
(64, 2)
(64, 3)
(65, 3)
(66, 3)
(66, 2)
(66, 1)
(66, 0)
(67, 0)
(68, 0)
(69, 0)
(70, 0)
(71, 0)
(72, 0)
(72, 1)
(73, 1)
(73, 0)
(74, 0)
(75, 0)
(76, 0)
(77, 0)
(78, 0)
(78, 1)
(79, 1)
(80, 1)
(80, 0)
(81, 0)
(82, 0)
(82, 1)
(83, 1)
(83, 2)
(84, 2)
(85, 2)
(85, 3)
(86, 3)
(86, 2)
(86, 1)
(86, 0)
(87, 0)
(88, 0)
(89, 0)
(90, 0)
(91, 0)
(92, 0)
(93, 0)
(94, 0)
(94, 1)
(94, 2)
(95, 2)
(96, 2)
(96, 1)
(97, 1)
(97, 0)
(98, 0)
(98, 1)
(99, 1)
(100, 1)
(101, 1)
(101, 0)
(102, 0)
(103, 0)
(103, 1)
(104, 1)
(104, 0)
(105, 0)
(106, 0)
(106, 1)
(107, 1)
(107, 0)
(108, 0)
(109, 0)
(110, 0)
(110, 1)
(111, 1)
(111, 0)
(112, 0)
(113, 0)
(114, 0)
(114, 1)
(115, 1)
(116, 1)
(116, 0)
(117, 0)
(118, 0)
(119, 0)
(119, 1)
(119, 2)
(120, 2)
(121, 2)
(121, 3)
(122, 3)
(122, 2)
(122, 1)
(122, 0)
(123, 0)
(124, 0)
(124, 1)
(125, 1)
(125, 2)
(126, 2)
(126, 1)
(126, 0)
(127, 0)
(127, 1)
(127, 2)
(128, 2)
(128, 1)
(129, 1)
(129, 0)
(130, 0)
(131, 0)
(132, 0)
(133, 0)
(133, 1)
(133, 2)
(134, 2)
(135, 2)
(136, 2)
(136, 3)
(137, 3)
(137, 2)
(138, 2)
(138, 1)
(138, 0)
(139, 0)
(140, 0)
(141, 0)
(142, 0)
(143, 0)
(143, 1)
(144, 1)
(144, 0)
(145, 0)
(145, 1)
(146, 1)
(147, 1)
(147, 0)
(148, 0)
(148, 1)
(148, 2)
(148, 3)
(148, 4)
(148, 5)
(149, 5)
(150, 5)
(150, 4)
(151, 4)
(152, 4)
(152, 3)
(151, 3)
(151, 2)
(152, 2)
(153, 2)
(154, 2)
(154, 1)
(154, 0)
(155, 0)
(155, 1)
(156, 1)
(156, 0)
(157, 0)
(158, 0)
(159, 0)
(159, 1)
(160, 1)
(160, 0)
(161, 0)
(162, 0)
(163, 0)
(164, 0)
(164, 1)
(165, 1)
(165, 0)
(166, 0)
(167, 0)
(168, 0)
(169, 0)
(170, 0)
(171, 0)
(171, 1)
(172, 1)
(172, 2)
(173, 2)
(174, 2)
(175, 2)
(175, 1)
(175, 0)
(176, 0)
(177, 0)
(178, 0)
(179, 0)
(180, 0)
(181, 0)
(182, 0)
(183, 0)
(184, 0)
(185, 0)
(186, 0)
