(0, 0)
(1, 0)
(2, 0)
(3, 0)
(3, 1)
(4, 1)
(4, 0)
(5, 0)
(6, 0)
(6, 1)
(6, 2)
(7, 2)
(7, 1)
(7, 0)
(8, 0)
(8, 1)
(9, 1)
(9, 0)
(10, 0)
(10, 1)
(11, 1)
(12, 1)
(13, 1)
(13, 0)
(14, 0)
(15, 0)
(16, 0)
(17, 0)
(17, 1)
(18, 1)
(18, 0)
(19, 0)
(20, 0)
(21, 0)
(22, 0)
(22, 1)
(22, 2)
(23, 2)
(23, 1)
(23, 0)
(24, 0)
(24, 1)
(25, 1)
(26, 1)
(26, 2)
(27, 2)
(27, 1)
(28, 1)
(28, 0)
(29, 0)
(30, 0)
(31, 0)
(32, 0)
(33, 0)
(34, 0)
(35, 0)
(36, 0)
(37, 0)
(37, 1)
(38, 1)
(38, 0)
(39, 0)
(40, 0)
(41, 0)
(42, 0)
(43, 0)
(44, 0)
(45, 0)
(46, 0)
(47, 0)
(48, 0)
(49, 0)
(50, 0)
(50, 1)
(50, 2)
(51, 2)
(51, 1)
(51, 0)
(52, 0)
(53, 0)
(53, 1)
(54, 1)
(55, 1)
(55, 0)
(56, 0)
(57, 0)
(58, 0)
(59, 0)
(60, 0)
(61, 0)
(62, 0)
(63, 0)
(63, 1)
(64, 1)
(65, 1)
(65, 0)
(66, 0)
(67, 0)
(67, 1)
(68, 1)
(68, 0)
(69, 0)
(70, 0)
(71, 0)
(72, 0)
(73, 0)
(73, 1)
(74, 1)
(75, 1)
(76, 1)
(76, 0)
(77, 0)
(78, 0)
(79, 0)
(80, 0)
(81, 0)
(81, 1)
(82, 1)
(82, 0)
(83, 0)
(84, 0)
(85, 0)
(86, 0)
(87, 0)
(88, 0)
(89, 0)
(90, 0)
(91, 0)
(92, 0)
(93, 0)
(93, 1)
(94, 1)
(95, 1)
(95, 0)
(96, 0)
(97, 0)
(98, 0)
(98, 1)
(99, 1)
(100, 1)
(101, 1)
(101, 2)
(102, 2)
(102, 1)
(103, 1)
(103, 0)
(104, 0)
(105, 0)
(106, 0)
(107, 0)
(108, 0)
(109, 0)
(109, 1)
(109, 2)
(110, 2)
(111, 2)
(112, 2)
(112, 1)
(113, 1)
(113, 0)
(114, 0)
(115, 0)
(116, 0)
(116, 1)
(117, 1)
(117, 0)
(118, 0)
(119, 0)
(120, 0)
(120, 1)
(119, 1)
(119, 2)
(119, 3)
(120, 3)
(121, 3)
(122, 3)
(123, 3)
(123, 2)
(124, 2)
(124, 1)
(124, 0)
(125, 0)
(125, 1)
(126, 1)
(126, 0)
(127, 0)
(128, 0)
(129, 0)
(130, 0)
(131, 0)
(132, 0)
(133, 0)
(134, 0)
(134, 1)
(135, 1)
(135, 2)
(136, 2)
(137, 2)
(138, 2)
(139, 2)
(140, 2)
(141, 2)
(142, 2)
(143, 2)
(143, 1)
(144, 1)
(145, 1)
(145, 0)
(146, 0)
(147, 0)
(148, 0)
(148, 1)
(148, 2)
(148, 3)
(149, 3)
(150, 3)
(151, 3)
(152, 3)
(152, 2)
(153, 2)
(154, 2)
(154, 1)
(154, 0)
(155, 0)
(156, 0)
(157, 0)
(158, 0)
(159, 0)
(160, 0)
(161, 0)
(162, 0)
(163, 0)
(164, 0)
(165, 0)
(165, 1)
(166, 1)
(167, 1)
(167, 2)
(168, 2)
(168, 1)
(169, 1)
(169, 0)
(170, 0)
(170, 1)
(171, 1)
(171, 0)
(172, 0)
(173, 0)
(174, 0)
(174, 1)
(175, 1)
(176, 1)
(176, 0)
(177, 0)
(177, 1)
(177, 2)
(178, 2)
(178, 3)
(179, 3)
(180, 3)
(180, 2)
(180, 1)
(181, 1)
(182, 1)
(183, 1)
(183, 0)
(184, 0)
(185, 0)
(186, 0)
(186, 1)
(187, 1)
(187, 0)
(188, 0)
(189, 0)
(189, 1)
(189, 2)
(190, 2)
(190, 1)
(190, 0)
(191, 0)
(192, 0)
(193, 0)
(194, 0)
(195, 0)
(196, 0)
(197, 0)
(197, 1)
(198, 1)
(198, 2)
(199, 2)
(199, 1)
(200, 1)
(200, 2)
(201, 2)
(201, 1)
(202, 1)
(202, 0)
(203, 0)
(203, 1)
(203, 2)
(203, 3)
(204, 3)
(204, 2)
(204, 1)
(205, 1)
